root_id,type
720575941415636628,Tm9
720575941415660433,T4c
720575941415706260,L3
720575941415770257,T5b
720575941415780756,T5c
720575941415781268,Tm20
720575941415790996,Dm13
720575941415809169,L1
720575941415821204,Mi1
720575941415834769,Tm20
720575941415852436,T4c
720575941415875988,Y4
720575941415898257,Tm20
720575941415904916,L2
720575941415940753,Tm9
720575941415977876,Tm9
720575941415982481,Sm40
720575941415990417,Tm20
720575941416563228,R8
720575941417066012,T5b
720575941417132316,T5c
720575941417143068,T5c
720575941417174556,Tm9
720575941417315100,Tm9
720575941417582620,T4c
720575941417610268,L2
720575941417636636,L2
720575941417649692,L1
720575941417657372,T5b
720575941417669660,L2
720575941417713692,TmY14
720575941417745180,T5b
720575941417768220,L2
720575941417800476,Tm9
720575941417876764,L2
720575941417961500,Li05
720575941417988380,T4c
720575941417995548,Tm9
720575941418027036,L5
720575941418039580,Tm20
720575941418059804,T5b
720575941418080284,L2
720575941418119964,Mi1
720575941418133020,Tm20
720575941424255157,R7
720575941425781844,T4c
720575941426647380,L2
720575941428023636,L5
720575941428025172,Dm15
720575941428033364,T4c
720575941428146004,L2
720575941428247380,Mi1
720575941428518996,Tm20
720575941428663124,Tm9
720575941428697172,T5c
720575941428698452,L1
720575941428700244,L2
720575941428729684,Mi1
720575941428784468,T4c
720575941428893524,T5c
720575941428924244,R8
720575941428988335,Li06
720575941429069908,Tm20
720575941429110100,Mi1
720575941429156948,Pm01
720575941429182292,Li17
720575941429185417,Mi1
720575941429188180,L2
720575941429238409,Tm9
720575941429255508,T4c
720575941429256276,L2
720575941429264980,Mi1
720575941429277780,Mi9
720575941429282132,Tm9
720575941429311316,Mi1
720575941429315156,Mi1
720575941429323604,Li04
720575941429802377,R8
720575941429958904,L2
720575941430169815,Li17
720575941430567855,Tm20
720575941430690697,T5b
720575941430775800,T5b
720575941431058936,Mi1
720575941431066104,Tm20
720575941431189518,Y3
720575941431305431,L1
720575941431386031,Mi1
720575941431405231,T4c
720575941431406433,Tm9
720575941431421615,L4
720575941431518089,T5c
720575941431531768,Pm01
720575941431561464,T5b
720575941431563657,T4c
720575941431604216,T5c
720575941431782648,T4c
720575941431808393,Tm20
720575941431900257,Tm20
720575941432113801,Mi1
720575941432134103,T5c
720575941432145545,T5c
720575941432153519,T1
720575941432162441,Li02
720575941432177249,Mi1
720575941432224905,T4c
720575941432238985,Mi1
720575941432245167,Tm9
720575941432245679,T5c
720575941432250543,L5
720575941432259064,L4
720575941432277752,Mi9
720575941432290223,Mi1
720575941432293513,T4c
720575941432330415,Tm9
720575941432338607,Tm9
720575941432352431,L5
720575941432354697,T5c
720575941432364681,Tlp14
720575941432393464,Mi1
720575941432481199,T1
720575941432507384,Tm20
720575941432519343,T5c
720575941432538249,Li12
720575941432547721,L2
720575941432597496,T4c
720575941432621048,L2
720575941432638639,Tm20
720575941432643799,T5c
720575941432663983,LMt4
720575941432676600,Tm20
720575941432715512,Mi1
720575941432735224,Tm20
720575941432741079,Tm20
720575941432757345,Dm15
720575941432761185,Mi9
720575941432780897,Mi1
720575941432784654,Tm20
720575941432792023,T4c
720575941432805473,Li17
720575941432813838,Mi1
720575941432821463,T4c
720575941432848599,Li05
720575941432911713,L5
720575941433008993,T4c
720575941433010647,C3
720575941433036814,T4c
720575941433052119,Dm3p
720575941433055329,Tm20
720575941433059287,Mi1
720575941433062241,L2
720575941433082465,T5c
720575941433088353,T4c
720575941433095521,T4c
720575941433134689,Mi1
720575941433251543,Li17
720575941433252449,Dm15
720575941433274209,Dm3v
720575941433275607,L1
720575941433291150,Li17
720575941433387361,T4c
720575941433407703,L1
720575941433429975,C3
720575941433434721,Dm2
720575941433484302,T4c
720575941433500631,Tm20
720575941433538775,T5b
720575941433543127,T5c
720575941433548814,L1
720575941433568014,MLt3
720575941433583118,T5c
720575941433610510,T1
720575941433610711,L2
720575941433613015,L2
720575941433728727,Mi1
720575941433789911,LLPt
720575941433953806,Tm9
720575941433991182,T4c
720575941434053902,TmY14
720575941434062734,L4
720575941434231822,T4c
720575941434299168,L1
720575941434425870,L2
720575941434547982,Tm20
720575941435170958,T5c
720575941435230862,R7
720575941435276430,Tm20
720575941435862926,T5b
720575941435865998,C3
720575941436325262,L2
720575941436380558,T4c
720575941436383520,T5b
720575941436415374,T1
720575941436464782,T4c
720575941436473874,Li22
720575941436504206,T4c
720575941436522016,T4c
720575941436523918,Mi1
720575941436525966,Tm9
720575941436536206,T5c
720575941436554382,Pm01
720575941436578336,T4c
720575941436597792,T5c
720575941436624782,C3
720575941436711310,L2
720575941436714514,T5a
720575941436741006,Tm9
720575941436808224,Tm20
720575941436817038,Mi1
720575941436889900,L2
720575941436899104,Mi1
720575941436911392,Tm9
720575941437063712,Tm9
720575941437161760,T4c
720575941437229856,L2
720575941437263648,Tm9
720575941437275199,T5a
720575941437316384,T5c
720575941437340192,Mi1
720575941437431519,Li17
720575941437572384,Sm22
720575941437634336,Tm20
720575941437641695,T5b
720575941438028844,Tm20
720575941438149461,Li09
720575941438284588,L5
720575941438462431,R7
720575941438475538,L2
720575941438550613,Li03
720575941438613548,T4c
720575941438742290,Mi1
720575941438782482,Mi1
720575941438910764,T4c
720575941438927122,T1
720575941438956844,Tm9
720575941438962220,Mi1
720575941439009554,T5b
720575941439015954,T5c
720575941439020818,Tm9
720575941439146540,T1
720575941439224799,Y11
720575941439233343,L2
720575941439355666,R8
720575941439369260,T5c
720575941439400978,L1
720575941439429420,Tm9
720575941439445036,Tm9
720575941439458834,L5
720575941439464748,Mi1
720575941439466514,Pm01
720575941439482130,Tm9
720575941439484434,Dm15
720575941439507730,L2
720575941439532562,T4c
720575941439540703,T5c
720575941439548690,T4c
720575941439587858,T5b
720575941439588699,Li08
720575941439596050,L2
720575941439656748,Mi1
720575941439658796,Tm9
720575941439670572,Li17
720575941439676460,Tm20
720575941439703131,T5c
720575941439715602,T4c
720575941439716699,T4a
720575941439722284,Li01
720575941439727935,Pm01
720575941439745836,Li10
720575941439746578,Tm9
720575941439782700,Dm3v
720575941439791916,Tm9
720575941439796268,T5c
720575941439817695,T5b
720575941439819487,Y1
720575941439826911,L2
720575941439861292,T5b
720575941439877343,Tm20
720575941439886354,T5b
720575941439916607,T4c
720575941439916863,T5c
720575941439938271,T5c
720575941439946047,T1
720575941439974418,T4c
720575941439980255,T5c
720575941439993311,T4c
720575941440000556,Li15
720575941440003116,Mi4
720575941440006188,TmY14
720575941440027154,L1
720575941440041772,Pm01
720575941440049887,Mi1
720575941440075564,L1
720575941440079404,LPi10
720575941440080684,Li18
720575941440091180,L2
720575941440093787,T5a
720575941440129324,T4c
720575941440143167,Mi1
720575941440161068,Tm20
720575941440177708,Dm15
720575941440177727,T5b
720575941440183084,Pm09
720575941440215893,T5c
720575941440261951,Tm20
720575941440335935,L3
720575941440342079,Tm20
720575941440352063,L4
720575941440364255,T5c
720575941440393279,L1
720575941440415295,T1
720575941440422975,Mi1
720575941440439615,Dm15
720575941440486111,L2
720575941440508479,L5
720575941440520511,Dm3v
720575941440539359,T5c
720575941440543295,Dm15
720575941440573663,T4c
720575941440606015,L2
720575941440619487,Mi9
720575941440664639,Tm5b
720575941440715071,L5
720575941440719327,Li10
720575941440725567,TmY14
720575941440729407,Mi1
720575941440736597,T1
720575941440743487,L1
720575941440745951,Dm15
720575941440751583,L1
720575941440751679,L3
720575941440769599,Li05
720575941440783839,L3
720575941440788309,T5c
720575941440788959,L2
720575941440803295,T5c
720575941440808671,Tm20
720575941440835903,C3
720575941440840277,Mi9
720575941440848213,Tm20
720575941440875711,Li02
720575941440906581,Tm9
720575941440913631,Pm01
720575941440948959,Tm9
720575941440986591,L2
720575941441017823,L2
720575941441142253,R8
720575941441145325,L1
720575941441263957,Dm15
720575941441285717,Mi1
720575941441311573,LMt2
720575941441314133,C3
720575941441315925,Dm15
720575941441405269,T5c
720575941441448795,T5c
720575941441496923,L5
720575941441500757,Pm01
720575941441516479,Mi1
720575941441570901,T4c
720575941441710677,Tm9
720575941441720405,T4c
720575941441723221,L2
720575941441769051,Mi1
720575941441812159,T1
720575941441831871,Mi1
720575941441924443,Mi1
720575941441980095,T5c
720575941441996123,T5c
720575941442003803,T4c
720575941442013903,C3
720575941442061147,T5c
720575941442116443,T5b
720575941442144447,Mi4
720575941442160575,Mi1
720575941442213567,Tm9
720575941442241743,Mi1
720575941442260943,T5c
720575941442264527,Mi1
720575941442297535,Tm20
720575941442348123,T5c
720575941442360767,T4c
720575941442365019,Tm20
720575941442374095,TmY14
720575941442380223,C3
720575941442387391,Tm20
720575941442396351,L2
720575941442446171,Dm15
720575941442637247,L3
720575941442659163,T4c
720575941442661211,C3
720575941442716351,Dm6
720575941442719679,T1
720575941442835407,Tm9
720575941442842203,Mi1
720575941442853327,Tm20
720575941442887259,Mi1
720575941442917211,Mi1
720575941442927195,Tm20
720575941443033435,L1
720575941443049679,Mi1
720575941443053994,L1
720575941443111119,L5
720575941443285455,Mi1
720575941443298511,L2
720575941443382991,Tm20
720575941443408335,T5b
720575941443425487,T5b
720575941443449039,T5c
720575941443449551,Tm20
720575941443481039,Tm20
720575941443562191,T5c
720575941444647594,T4c
720575941444651690,T4c
720575941444718250,L2
720575941444820906,T5c
720575941445385130,Mi1
720575941445389226,T4c
720575941445411348,T5b
720575941445415850,Tm9
720575941445457578,T4c
720575941445499050,Tm9
720575941445567914,Tm27
720575941445716138,Tm9
720575941445802772,Li10
720575941445814442,Mi1
720575941445825706,Tm9
720575941445902506,Mi1
720575941445951146,T5b
720575941446017962,T4c
720575941446018474,C3
720575941446060714,T5c
720575941446086314,T4c
720575941446146730,T5c
720575941446179242,L2
720575941446231978,L5
720575941446233770,T5c
720575941446343956,L2
720575941446357162,L2
720575941446405290,L2
720575941446411178,Mi1
720575941446419370,Dm4
720575941446457514,Li13
720575941446474772,Li10
720575941446501034,Mi1
720575941446575892,R8
720575941447553973,T4c
720575941447672340,R7
720575941447962205,T5a
720575941448159837,T5b
720575941448197396,Pm01
720575941448200724,C3
720575941448299540,Li08
720575941448318542,Li08
720575941448404500,Tm20
720575941448405012,T5c
720575941448423444,Mi1
720575941448559285,L3
720575941448564814,Tm9
720575941448566606,T5a
720575941448614420,T5b
720575941448686100,Tm5b
720575941448894740,Mi4
720575941448909844,T1
720575941448924692,T5c
720575941449090324,TmY14
720575941449098516,Tm20
720575941449100564,Tm20
720575941449102100,L2
720575941449122836,L1
720575941449133844,T5c
720575941449143572,T5c
720575941449159700,T4c
720575941449179924,L5
720575941449183252,L2
720575941449184788,Tm31
720575941449235988,T5c
720575941449238292,Tm20
720575941449253396,L2
720575941449258772,T1
720575941449523381,T5b
720575941449777274,Y11
720575941449785978,T5c
720575941449878365,T5b
720575941449906525,C3
720575941450094005,Pm01
720575941450120373,L5
720575941450272334,Mi1
720575941450301365,Tm9
720575941450304605,Mi1
720575941450305885,Mi1
720575941450306653,Mi1
720575941450319197,Mi1
720575941450386525,T4c
720575941450427470,L1
720575941450435918,Mi1
720575941450497205,Tm20
720575941450509917,T5d
720575941450536797,Mi1
720575941450560181,Mi9
720575941450584669,Tm9
720575941450605917,T5c
720575941450609845,T5c
720575941450769333,Mi1
720575941450770613,R8
720575941450832565,L2
720575941450887605,T4c
720575941450946894,Mi1
720575941450967118,Pm01
720575941451104349,T5b
720575941451115613,Tm20
720575941451118005,L2
720575941451119709,L3
720575941451125685,Li10
720575941451148469,L2
720575941451162805,T5c
720575941451175349,LLPt
720575941451181134,Tm9
720575941451206749,Mi1
720575941451213749,Tm20
720575941451217333,Li04
720575941451225678,Tm20
720575941451285085,L1
720575941451287133,T5b
720575941451346013,R7
720575941451349597,Tm20
720575941451367773,T5b
720575941451383133,T5c
720575941451446094,Tm9
720575941451478877,T4c
720575941451483741,Mi9
720575941451529550,Dm15
720575941451578446,Dm15
720575941451629639,L5
720575941451677518,Tm9
720575941451701326,T5c
720575941451740750,Mi1
720575941451753806,T5c
720575941451757902,R7
720575941451765063,L5
720575941451765882,T5c
720575941451809614,T4c
720575941451827022,Tm20
720575941451838286,T5c
720575941451883898,Tm20
720575941451896910,T5b
720575941451913594,R7
720575941451968078,Tm20
720575941452004174,Mi9
720575941452056142,Tm9
720575941452082766,Mi1
720575941452091470,R7
720575941452097358,Mi1
720575941452203086,T1
720575941452208718,Pm11
720575941452212814,L5
720575941452252494,T1
720575941452302714,C3
720575941452307578,T1
720575941452310138,T4c
720575941452339881,Li05
720575941452403322,T1
720575941452595271,L2
720575941452807546,Tm20
720575941452820090,Dm15
720575941452847226,Tm20
720575941452961146,T5c
720575941452971386,Tm9
720575941452974970,Li02
720575941452993402,T5b
720575941452996474,T5c
720575941453011322,T5c
720575941453029498,Tm20
720575941453034921,Tm20
720575941453073223,Mi1
720575941453073274,C3
720575941453115770,T4c
720575941453158057,T5c
720575941453159593,L1
720575941453262714,L1
720575941453265530,L3
720575941453282426,Mi1
720575941453286727,T5b
720575941453306234,Mi1
720575941453328250,Li01
720575941453361274,L2
720575941453364346,Tm20
720575941453386823,T4c
720575941453391431,T5c
720575941453445447,Tm20
720575941453534535,T5c
720575941453648455,Mi4
720575941453681065,T4c
720575941453765427,T1
720575941453796777,Tm20
720575941453899335,T4c
720575941453909831,L2
720575941453910343,Tm20
720575941453931571,L1
720575941454036551,T5c
720575941454043207,Pm01
720575941454048839,Tm5b
720575941454082631,Dm15
720575941454111145,Tm20
720575941454130247,T4c
720575941454189383,T4c
720575941454248007,L4
720575941454286151,Mi1
720575941454391465,Li17
720575941454396841,Dm6
720575941454398535,Tm20
720575941454399815,L1
720575941454429097,T4c
720575941454450089,Mi1
720575941454453417,Li02
720575941454560425,T5c
720575941454562217,T5c
720575941454661033,T1
720575941454671923,Mi9
720575941454710697,R7
720575941454728873,Tm20
720575941454741485,Tm9
720575941454774185,Tm20
720575941454777513,Tm20
720575941454777907,R7
720575941454791987,Tm20
720575941454792755,T5b
720575941454808745,Tm20
720575941454809257,Mi1
720575941454811049,Tm27
720575941454815795,T4c
720575941455226419,Sm21
720575941455415091,T5c
720575941455636787,Mi9
720575941455675443,Tm9
720575941455795763,Tm9
720575941455825459,L2
720575941455848755,T5c
720575941455896115,T1
720575941456043571,Mi9
720575941456122163,Li17
720575941456161331,L2
720575941456218675,Tm20
720575941456484845,T4c
720575941456487917,T4c
720575941456594413,T5b
720575941456684013,T4c
720575941456776432,T5b
720575941456954349,Mi1
720575941456960493,Tm5b
720575941456964589,L2
720575941457148909,T4c
720575941457178861,T1
720575941457301313,R8
720575941457571821,Tm9
720575941457630111,LPi07
720575941457679597,Tm9
720575941457702470,Li13
720575941457790701,T5c
720575941457812973,Tm9
720575941457874925,Mi1
720575941457875693,Tm20
720575941457876973,L1
720575941457897709,T4c
720575941457946093,L1
720575941457999430,T5d
720575941458016749,T1
720575941458031853,Tm20
720575941458134765,T4c
720575941458146541,Tm20
720575941458175981,T5c
720575941458185709,Tm20
720575941458189549,Li10
720575941458216685,L2
720575941458286829,TmY14
720575941458304749,Mi1
720575941458307309,Li01
720575941458314989,L2
720575941458325997,T1
720575941458503750,R7
720575941458620656,Tm20
720575941458888863,T5b
720575941458895775,T4c
720575941458977695,T4c
720575941459202288,Dm3v
720575941459357855,Mi1
720575941459372528,T5c
720575941459378591,L5
720575941459397791,Mi1
720575941459538246,T4c
720575941459628447,C3
720575941459646916,Li04
720575941459651231,Mi1
720575941459669830,Dm2
720575941459675551,Mi4
720575941459695300,Tm9
720575941459709424,C3
720575941459741636,T4c
720575941459762372,T4c
720575941459765318,T4c
720575941459775046,Li01
720575941459870879,Tm9
720575941459873776,T4c
720575941459874288,Tm20
720575941459915504,Li10
720575941459937220,R8
720575941459940767,Tm9
720575941459951600,Mi1
720575941459963888,Mi4
720575941460027603,T4c
720575941460034463,TmY14
720575941460086512,Tm9
720575941460110576,T5c
720575941460132080,T5c
720575941460136607,Mi1
720575941460140996,Li01
720575941460202566,Mi1
720575941460269808,Mi1
720575941460274758,T4c
720575941460302320,Dm15
720575941460303856,T5c
720575941460308639,Mi1
720575941460336543,L5
720575941460336624,T5c
720575941460391750,T4c
720575941460421616,Mi4
720575941460451568,T4c
720575941460463174,T1
720575941460469663,L4
720575941460481183,T5c
720575941460501919,Tm9
720575941460505759,TmY14
720575941460553887,Mi1
720575941460556959,Tm9
720575941460567878,C3
720575941460574367,Pm01
720575941460623263,L2
720575941460636575,Pm01
720575941460643999,Tm9
720575941460685471,L4
720575941460685727,Li18
720575941460883782,TmY14
720575941460931027,T4c
720575941460940358,T5c
720575941461049926,Pm01
720575941461058003,T4c
720575941461151302,L2
720575941461160915,L5
720575941461175110,Mi1
720575941461178950,T5c
720575941461188678,T4c
720575941461234246,Mi9
720575941461241670,Pm01
720575941461254470,Tm20
720575941461373584,L1
720575941461407302,Tm20
720575941461452102,Dm15
720575941461518662,Dm15
720575941461532998,Y11
720575941461658579,Mi1
720575941461725907,T4c
720575941461751507,T5c
720575941461840653,LPi01
720575941461893843,Mi1
720575941461903315,Tm9
720575941461995716,Mi4
720575941462087123,Tm2
720575941462152388,Y11
720575941462158788,Tm20
720575941462213572,Mi1
720575941462306003,Mi4
720575941462349523,Dm15
720575941462351827,T5c
720575941462360976,T5c
720575941462448851,Tm9
720575941462476243,T5c
720575941462478291,T5b
720575941462483411,T4c
720575941462488275,T4c
720575941462505939,L5
720575941462552976,Mi1
720575941462575885,Y3
720575941462633485,L5
720575941462638020,Tm9
720575941462678739,L2
720575941462679236,Li12
720575941462681028,Mi9
720575941462681043,R8
720575941462726355,L2
720575941462742739,Tm9
720575941462751172,T5c
720575941462806212,Tm20
720575941462808004,R7
720575941462814163,T4c
720575941462827987,Tm9
720575941462842067,Tm20
720575941462859475,Li13
720575941462868164,Mi4
720575941462875588,T4c
720575941462876868,T5b
720575941462919876,L2
720575941462924432,T5c
720575941463003280,Tm9
720575941463005840,Tm20
720575941463037892,Tm9
720575941463045776,T5c
720575941463104196,Tm20
720575941463134148,T5c
720575941463139268,R8
720575941463153092,Mi1
720575941463167940,Tm20
720575941463190724,L2
720575941463202756,Mi1
720575941463226512,C3
720575941463288720,Tm9
720575941463443856,T5b
720575941463484560,Mi9
720575941463508880,T4c
720575941463571213,Mi1
720575941463572112,Tm20
720575941463576333,Li10
720575941463628688,L2
720575941463629200,T4c
720575941463681168,LPi09
720575941463683216,Mi4
720575941463803792,T5c
720575941463805072,Tm20
720575941463840144,T5c
720575941463861136,L2
720575941463887504,Mi1
720575941463961744,Tm20
720575941463968400,Tm9
720575941463984016,Tm20
720575941464125709,T5c
720575941464141581,T5c
720575941464142349,T5c
720575941464147469,T4c
720575941464151565,T5c
720575941464211981,T4c
720575941464297485,Tm9
720575941464583949,Tm20
720575941464590605,Tm9
720575941464764429,T1
720575941464775766,Li02
720575941464788749,Tm9
720575941464822870,Li17
720575941464868621,Tm9
720575941464871437,Dm15
720575941464912214,T4c
720575941465078029,R8
720575941465080333,R8
720575941465125133,Tm20
720575941465143821,L2
720575941465414230,Y11
720575941465608726,T4b
720575941466613078,Tm20
720575941466618966,T5c
720575941466704470,T5b
720575941466758998,T5b
720575941466928150,Li01
720575941467046742,Tm20
720575941467070230,Y3
720575941467183446,T5c
720575941467197782,T5c
720575941467295830,T5c
720575941467317526,R7
720575941467601238,Li04
720575941467756630,T4c
720575941467809046,T5b
720575941467819862,T5b
720575941467885398,L2
720575941467924957,L4
720575941467965014,TmY14
720575941467967254,Mi1
720575941467987734,T4c
720575941468045654,T5c
720575941468055638,T5c
720575941468102934,Tm20
720575941468109789,T5d
720575941468138717,Li05
720575941468149078,L5
720575941468160278,T5c
720575941468161302,T5c
720575941468166486,Mi9
720575941468200982,Mi1
720575941468223318,L2
720575941468234006,Tm9
720575941468250966,Dm15
720575941468286429,Li01
720575941468328278,L3
720575941468329046,Li09
720575941468348502,Pm12
720575941468632598,Tm20
720575941468751126,Tm5b
720575941468871702,Tm9
720575941469012758,T4c
720575941469061398,Tm9
720575941469078294,T5c
720575941469110806,L1
720575941469152790,L2
720575941469208086,Li17
720575941469256214,Dm15
720575941469342941,T4c
720575941469363734,Li21
720575941469381910,Mi1
720575941469386006,Li17
720575941469410326,Li17
720575941469419030,Li11
720575941469419542,R8
720575941469552759,Li05
720575941469591773,T5d
720575941469723456,Li02
720575941469817920,T4b
720575941470036701,Mi1
720575941470158813,Tm20
720575941470296285,Sm08
720575941470484957,T5b
720575941470509835,L1
720575941470609117,L1
720575941470703325,L2
720575941470716637,L2
720575941470728157,T4c
720575941470737373,T4c
720575941470743517,L1
720575941470757341,T4c
720575941470770397,Tm20
720575941470825693,Li01
720575941470931165,Dm15
720575941471003613,Mi9
720575941471014007,T5c
720575941471034231,T5c
720575941471094493,Mi1
720575941471110621,T4c
720575941471118045,Tm20
720575941471134173,T4c
720575941471144157,Tm20
720575941471174877,Mi1
720575941471184093,T5c
720575941471191159,Dm15
720575941471221469,L2
720575941471251421,TmY14
720575941471258077,L1
720575941471270411,T5c
720575941471293149,T5b
720575941471299293,Li15
720575941471363037,TmY14
720575941471500407,Mi1
720575941471506295,T4c
720575941471563383,T5c
720575941471624567,T4c
720575941471635319,Dm3v
720575941471713399,T4c
720575941471714167,T4c
720575941471755127,TmY14
720575941471758199,T1
720575941471835147,L5
720575941471843339,Mi4
720575941471850251,L2
720575941471859776,T5c
720575941471900480,T5b
720575941471932279,C3
720575941471939904,Tm9
720575941472007543,Tm9
720575941472043275,T4c
720575941472174455,T4c
720575941472184439,T5b
720575941472206455,L1
720575941472215671,L5
720575941472232823,Mi9
720575941472255499,L3
720575941472283147,T4c
720575941472284480,C3
720575941472289856,Mi1
720575941472290935,Li02
720575941472310795,Mi1
720575941472346487,T4c
720575941472352320,Tm9
720575941472387936,Tlp5
720575941472447607,T4c
720575941472448375,T4c
720575941472467319,L2
720575941472478272,Tm3
720575941472516619,L5
720575941472578315,Tm20
720575941472597515,Mi1
720575941472598135,L2
720575941472650359,LMt2
720575941472657163,L2
720575941472669047,T5b
720575941472700171,Tm9
720575941472713335,T4c
720575941472723831,T4c
720575941472734071,Li08
720575941472743543,Li10
720575941472752503,T5c
720575941472754039,Tm20
720575941472774263,Mi1
720575941472779072,Mi1
720575941472780352,TmY14
720575941472800832,Tm5d
720575941472806464,Tm7
