root_id,type
720575941427373140,C2
720575941427441492,LC9
720575941427833684,LC10c
720575941428464724,R7
720575941428503636,L5
720575941428556372,R8
720575941428620884,
720575941428641108,SAD014
720575941428670968,cLP01
720575941428715695,LC4
720575941428748681,LC4
720575941428965972,MeTu1
720575941428980472,cLP01
720575941429062831,LC9
720575941429143945,LC4
720575941429187247,LC12
720575941429258671,LC18
720575941429261487,LC18
720575941429265400,LPC1
720575941429294985,LC18
720575941429311224,LC17
720575941429345711,LC26
720575941429366409,cLP01
720575941429376905,T4d
720575941429380489,C2
720575941429392120,
720575941429410953,T5a
720575941429418671,LC15
720575941429466616,cM04
720575941429518255,LC12
720575941429537967,LPC1
720575941429552009,MTe04
720575941429767343,LPLC4
720575941429804536,
720575941429813897,
720575941429894103,LC12
720575941429942959,C2
720575941430057976,LC26
720575941430121825,LPLC4
720575941430245217,LPLC4
720575941430258190,LC6
720575941430301103,LC29
720575941430303841,LCe02
720575941430323809,LPC1
720575941430334167,LPC1
720575941430543831,L4
720575941430655113,Mi15
720575941430676984,LC10a
720575941430796937,LPC1
720575941430830328,Lawf1
720575941430891000,LC10a
720575941430940152,C2
720575941430961327,R7
720575941431081720,R7
720575941431152265,LC11
720575941431172015,LC18
720575941431191822,VS5
720575941431192334,LPC1
720575941431199329,LC9
720575941431233673,LC10a
720575941431250351,MTe52
720575941431257614,LPTe02
720575941431268193,aMe5
720575941431298318,LC12
720575941431311630,LC22
720575941431316911,LT57
720575941431367087,LC10c
720575941431369353,cLP04
720575941431378825,LC21
720575941431404792,LC40
720575941431444577,LC12
720575941431468280,LC17
720575941431485944,LPC1
720575941431787695,R8
720575941431827375,R8
720575941431832929,cM08c
720575941431840687,R8
720575941431841161,R7
720575941431854255,R7
720575941431868408,L3
720575941431875681,R7
720575941431909985,LLPC2
720575941431940311,MeTu2a
720575941431941112,R7
720575941431958113,LC10d
720575941431962249,R8
720575941431979768,R7
720575941432048265,
720575941432078217,
720575941432087215,VST1
720575941432124079,aMe5
720575941432256649,cM08a
720575941432281993,LC22
720575941432290441,LC18
720575941432307631,MTe20
720575941432309167,MTe25
720575941432328329,
720575941432331145,Mi15
720575941432400777,LTe42a
720575941432411529,MC66
720575941432423087,LPT42_Nod4
720575941432432559,LC17
720575941432445615,LC17
720575941432450479,LC27
720575941432459534,LC22
720575941432464815,
720575941432542200,Dm1
720575941432543703,PLP070
720575941432548705,R8
720575941432613513,C2
720575941432639585,R8
720575941432645729,L1
720575941432666799,cM19
720575941432682849,R8
720575941432686767,
720575941432743438,C2
720575941432750606,R8
720575941432876129,LC6
720575941432906967,R7
720575941433108695,L1
720575941433116001,
720575941433118305,C2
720575941433137623,LC15
720575941433145047,LC11
720575941433173975,MTe51
720575941433187425,LLPt
720575941433241697,cLP03
720575941433341710,LC18
720575941433373655,R8
720575941433396833,MTe23
720575941433420641,cML01
720575941433422433,C2
720575941433481687,TmY20
720575941433551063,LPi09
720575941433579479,LC11
720575941433587415,LC9
720575941433745806,T4c
720575941433756558,
720575941433756942,R8
720575941433758478,R8
720575941433762830,
720575941433779598,LLPC1
720575941433810958,R8
720575941434035488,LC10a
720575941434103182,LLPC3
720575941434150432,LC4
720575941434220320,LPLC1
720575941434246798,C2
720575941434247200,
720575941434264590,LC4
720575941434296846,MTe10
720575941434327072,T5d
720575941434331424,MTe50
720575941434345230,LPLC1
720575941434362144,MTe11
720575941434369806,LC17
720575941434387470,MTe26
720575941434418976,LC10c
720575941434475552,LC9
720575941434701454,LC31a
720575941434739086,LC26
720575941434773646,aMe1
720575941434838670,LTe38b
720575941435134094,LC12
720575941435392800,Mi15
720575941435465358,MTe49
720575941435530894,LC11
720575941436038798,R8
720575941436041490,LC12
720575941436051598,L3
720575941436092434,cLP02
720575941436095886,R7
720575941436099214,R7
720575941436144928,
720575941436147730,LMa1
720575941436213024,R7
720575941436240672,MTe51
720575941436284814,LC20b
720575941436397868,
720575941436440718,LC16
720575941436452396,LLPC1
720575941436474156,LC10d
720575941436487468,LC12
720575941436488236,LC17
720575941436524174,LC22
720575941436541228,LC10e
720575941436571436,T2a
720575941436572716,T5a
720575941436595474,LC18
720575941436598316,Y11
720575941436631182,LC6
720575941436645518,LLPC2
720575941436652174,aMe4
720575941436689938,LMa5
720575941436697632,OA-AL2i3
720575941436757792,R8
720575941436793888,L3
720575941436799762,Tm3
720575941436818976,R7
720575941436819232,R7
720575941436821792,R7
720575941436822048,L1
720575941436843808,L1
720575941436853266,LLPC1
720575941436887826,aMe5
720575941436889120,R7
720575941436985632,LC15
720575941437036064,
720575941437041708,LC18
720575941437044768,LPT53
720575941437047596,LC33
720575941437085759,LC12
720575941437185042,LC17
720575941437278496,LPLC2
720575941437280800,C3
720575941437304864,
720575941437308192,
720575941437429536,LPLC1
720575941437446207,Dm11
720575941437447200,H2
720575941437481279,LC12
720575941437536556,LC4
720575941437546303,LPC1
720575941437601599,LC17
720575941437626687,LPLC4
720575941437649471,LPLC2
720575941437674303,T4a
720575941437682143,LPC1
720575941437689663,T4a
720575941437767903,LLPC3
720575941437811679,LC10a
720575941437838866,LC18
720575941437854175,LC22
720575941437905375,LPC1
720575941437920223,
720575941437938962,LC15
720575941437956831,T3
720575941438076991,LC12
720575941438128684,Mi1
720575941438154258,C3
720575941438190610,C2
720575941438235154,LPLC1
720575941438267199,
720575941438298642,LC16
720575941438318911,LC13
720575941438522453,T4d
720575941438526805,T4d
720575941438548309,LLPC2
720575941438572117,T5a
720575941438622738,MeTu1
720575941438626645,LC27
720575941438664492,LT67
720575941439001823,LC17
720575941439031871,LPLC2
720575941439219474,R7
720575941439304159,Tm3
720575941439339308,R8
720575941439345196,R7
720575941439447058,LTe02
720575941439454508,R7
720575941439464255,LC17
720575941439472575,
720575941439476927,LLPC2
720575941439486783,LPLC2
720575941439539647,LC27
720575941439547967,LC10d
720575941439555007,LC36
720575941439609874,LC21
720575941439613202,LC10d
720575941439613759,LC11
720575941439632940,LC25
720575941439652370,LC14
720575941439663890,LLPC2
720575941439667263,LC10c
720575941439799314,LLPC2
720575941439804716,
720575941439828059,MTe51
720575941439829695,LPLC2
720575941439849439,LC13
720575941439893711,LC4
720575941439894479,LC10c
720575941439941839,LPLC2
720575941439947867,LC16
720575941439948239,LPC2
720575941439993295,Mi9
720575941440009051,
720575941440011727,LC22
720575941440012863,R8
720575941440021851,
720575941440067903,R8
720575941440072655,LC10a
720575941440092735,R8
720575941440176335,LC10c
720575941440180447,R8
720575941440197855,L3
720575941440224831,LC10b
720575941440262879,R8
720575941440290879,LTe64
720575941440305375,R8
720575941440308447,R8
720575941440312895,MTe01a
720575941440328415,aMe26
720575941440330975,
720575941440401493,LC45
720575941440420815,T4b
720575941440428863,R8
720575941440438991,MeTu3b
720575941440446805,LLPC3
720575941440465493,MTe51
720575941440496987,LC16
720575941440570453,LC12
720575941440598751,LT57
720575941440600799,
720575941440603455,LT51
720575941440641365,LC24
720575941440642111,MTe54
720575941440657493,LPT51
720575941440671829,LC10c
720575941440822463,
720575941440835807,LC6
720575941440839903,LC11
720575941440859359,MTe01a
720575941440862811,LPLC1
720575941440933973,R8
720575941440975451,LC31
720575941440999765,R7
720575941441001045,R7
720575941441005397,C2
720575941441005659,LC10d
720575941441006933,R8
720575941441007189,R7
720575941441007445,R8
720575941441007701,R8
720575941441015637,R7
720575941441088085,R8
720575941441147733,L1
720575941441281627,Mi15
720575941441311935,LPLC2
720575941441455957,LC22
720575941441505231,C2
720575941441614165,LPLC1
720575941441659483,L3
720575941441668443,MTe39
720575941441682005,LAL118
720575941441696853,LC16
720575941441838683,LC21
720575941441871295,R8
720575941441961407,R8
720575941442071999,R7
720575941442109631,R8
720575941442114767,MTe54
720575941442204111,LC33
720575941442245723,R7
720575941442273115,R7
720575941442280795,R7
720575941442291803,R8
720575941442350527,
720575941442355547,R8
720575941442443199,LC17
720575941442515647,
720575941442522559,LPi07
720575941442526671,Dm1
720575941442676431,R8
720575941442678619,LC36
720575941442710107,LLPC1
720575941442771151,L3
720575941442894031,LC18
720575941442914395,aMe4
720575941442935899,Lawf2
720575941442948047,
720575941443099050,LLPC1
720575941443202730,LC17
720575941443222223,LLPC1
720575941443321258,LPC1
720575941443344591,LC37
720575941443368399,LC15
720575941443383210,LC12
720575941444453802,LC18
720575941444682922,R8
720575941444953770,cM19
720575941445026730,LC22
720575941445100458,LC10e
720575941445137322,LT86
720575941445180586,MTe01b
720575941445653012,LC16
720575941445672874,R8
720575941445674410,R7
720575941446104596,LLPC2
720575941446132138,C2
720575941446213908,LC16
720575941446298132,LPLC1
720575941446600212,cLP03
720575941446828740,R7
720575941447396789,LC12
720575941447522836,T1
720575941447539732,C2
720575941447695029,TmY4
720575941447695797,T2
720575941447783956,R8
720575941447786677,
720575941447788213,LC18
720575941447834549,Mi1
720575941447866293,LPC1
720575941448025013,LLPC2
720575941448036884,LC12
720575941448062484,LC10a
720575941448075028,MTe08
720575941448180317,LLPC2
720575941448180829,C2
720575941448243037,LC10c
720575941448243805,LC9
720575941448300125,C3
720575941448304221,LC4
720575941448368324,R8
720575941448472757,C3
720575941448504654,Mi1
720575941448513373,LC6
720575941448562510,LC17
720575941448577973,LC10d
720575941448578324,R7
720575941448578836,R8
720575941448586421,
720575941448605204,VS5
720575941448632654,LLPC3
720575941448665876,R7
720575941448682260,L1
720575941448690964,Lawf1
720575941448739092,LC17
720575941448779086,LTe09
720575941448793934,Dm11
720575941448833102,LLPC3
720575941448876893,
720575941448891470,Tm1
720575941448907086,LC10a
720575941449046606,LC10d
720575941449083214,Tm3
720575941449139381,LPLC1
720575941449185205,LC4
720575941449194574,
720575941449207886,T4a
720575941449247822,LC10d
720575941449363293,Mi15
720575941449448885,R7
720575941449562293,C2
720575941449584821,R7
720575941449668701,LC17
720575941449810613,R7
720575941450013789,LC36
720575941450031738,LC17
720575941450087758,LLPC2
720575941450103930,LC12
720575941450125149,LC12
720575941450231418,LLPC1
720575941450239325,LLPC3
720575941450256974,Mi15
720575941450259549,LPLC2
720575941450277454,Tm3
720575941450300794,
720575941450337658,LC17
720575941450374069,R7
720575941450456757,R8
720575941450633038,LC10d
720575941450678453,IB088
720575941450714717,R8
720575941450776135,LLPC1
720575941450779470,LPLC4
720575941450788445,L3
720575941450793821,R7
720575941450800199,LC11
720575941450824007,MTe51
720575941450859847,LC12
720575941450883662,LC10
720575941450894919,LC12
720575941450895687,LC12
720575941450899625,LLPt
720575941450903733,LPLC2
720575941450925895,T4a
720575941450982478,LTe49a
720575941451005255,LC26
720575941451037767,LLPC2
720575941451203933,LC11
720575941451249991,MeTu1
720575941451326535,C3
720575941451402062,R8
720575941451428730,LC17
720575941451429242,LC17
720575941451449422,R7
720575941451476858,Mi15
720575941451481769,LC26
720575941451482183,C2
720575941451502414,R7
720575941451579049,LC34
720575941451599182,LC6
720575941451643770,LTe35
720575941451705210,LC10d
720575941451866958,LC11
720575941451871913,LC17
720575941451967866,R8
720575941451998542,LC17
720575941452001614,LCe03
720575941452078714,MTe51
720575941452524615,
720575941452557619,LC16
720575941452623943,R8
720575941452636794,R8
720575941452869754,
720575941452891561,LC20b
720575941452918855,R8
720575941452920698,
720575941452986025,LC12
720575941453005383,SIP061
720575941453013063,LC36
720575941453025843,LLPC3
720575941453110441,Dm16
720575941453125939,LC6
720575941453155891,T4c
720575941453175603,T5d
720575941453193338,LC11
720575941453258547,LC9
720575941453296179,MTe09
720575941453309562,cM14
720575941453327667,
720575941453388339,LC17
720575941453465513,R8
720575941453476935,R8
720575941453507911,R8
720575941453519175,L5
720575941453521735,R8
720575941453711175,LC10c
720575941453855559,LC10b
720575941453929641,L3
720575941453944745,R7
720575941454068649,R8
720575941454085447,LC9
720575941454095943,LC10d
720575941454208327,LC10c
720575941454282153,LC10a
720575941454287529,LTe59b
720575941454324393,L3
720575941454364585,
720575941454520745,
720575941454602153,MTe30
720575941454607411,LC13
720575941454660845,LC12
720575941454711347,LC9
720575941454755053,C2
720575941454772019,LC4
720575941454800877,LC18
720575941454817261,LLPC2
720575941454883123,R8
720575941454884589,LC28a
720575941454923245,T4d
720575941454933997,LCe02
720575941454934765,LPLC4
720575941454999533,LC4
720575941455194861,LC12
720575941455523635,L3
720575941455570483,R7
720575941455572531,R7
720575941455578931,L3
720575941455672627,R8
720575941455945267,MTe10
720575941456053043,LC18
720575941456195309,MeTu1
720575941456207923,LC16
720575941456213043,cL16
720575941456340461,
720575941456728223,LC17
720575941456772336,LC12
720575941456826608,LC12
720575941456923632,LC27
720575941456956656,LC21
720575941456975088,T4d
720575941456981232,T5a
720575941457055728,LCe04
720575941457294576,MTe01a
720575941457311728,
720575941457364127,
720575941457368735,
720575941457383408,Tm3
720575941457388272,LC18
720575941457578480,Y4
720575941457763821,VST1
720575941457805727,LPLC2
720575941457956077,LC4
720575941457965293,MTe41
720575941458071021,LC28a
720575941458074861,LC17
720575941458079216,MTe51
720575941458081517,LC25
720575941458115142,LC28b
720575941458129389,OA-AL2i2
720575941458142022,LC40
720575941458157894,T4b
720575941458160966,LC26
720575941458194758,
720575941458278470,LC12
720575941458280262,LC10b
720575941458295536,LC40
720575941458326509,
720575941458411760,LC13
720575941458486854,
720575941458687135,Dm16
720575941458821872,LPC1
720575941458825200,LPC1
720575941458830576,LPC1
720575941458833567,R7
720575941458850118,LC10e
720575941458911391,
720575941459171398,LC12
720575941459184543,LPTe01
720575941459192223,LPLC2
720575941459202771,LC12
720575941459203283,
720575941459218672,C2
720575941459232159,LC12
720575941459278291,Mi9
720575941459293139,LPC2
720575941459359443,LC18
720575941459446995,LPC1
720575941459466195,R8
720575941459548144,R8
720575941459552496,R8
720575941459560432,R8
720575941459572435,Mi4
720575941459600112,R8
720575941459601734,LC13
720575941459661382,MTe01a
720575941459662406,LC17
720575941459720432,
720575941459735455,R7
720575941459757215,R7
720575941459771632,MeTu2a
720575941459777439,R7
720575941459781023,R7
720575941459824287,R8
720575941459878384,
720575941459883460,LC17
720575941459894431,R7
720575941459902916,LC26
720575941459911108,LPLC4
720575941459927366,LPC1
720575941459977171,T5b
720575941460065008,
720575941460079088,LC22
720575941460081136,LC19
720575941460089503,Tm3
720575941460197190,LC10a
720575941460219120,LPC2
720575941460224240,LT73
720575941460310175,LT87
720575941460319940,C3
720575941460333471,cM01a
720575941460352838,C2
720575941460389279,LC13
720575941460416671,TmY4
720575941460448159,LC17
720575941460619423,LC10b
720575941460626758,L3
720575941460685011,LC17
720575941460689734,R8
720575941460712592,MTe51
720575941460713798,R7
720575941460750918,R8
720575941460765328,Tm4
720575941460800838,R7
720575941460852806,R7
720575941460882445,LPLC1
720575941460969412,T1
720575941461076435,R7
720575941461127364,
720575941461217988,LCe03
720575941461236294,aMe5
720575941461236420,LC16
720575941461278163,LC43
720575941461285843,LC18
720575941461327571,LTe33
720575941461344452,LLPC1
720575941461355846,LC17
720575941461401527,R8
720575941461446355,LLPC3
720575941461524493,LC13
720575941461545229,LC4
720575941461549126,
720575941461697476,LC17
720575941461725840,LLPC3
720575941461729476,LC11
720575941461828804,MTe02
720575941461876368,LPLC4
720575941461881284,VS7
720575941461951955,R8
720575941461960659,R8
720575941461979091,L3
720575941461990355,R8
720575941462028755,R7
720575941462069005,LPLC1
720575941462088973,LC25
720575941462092176,L3
720575941462092301,
720575941462102797,
720575941462130576,LC18
720575941462234579,LC22
720575941462294227,LPC2
720575941462358739,
720575941462382788,L3
720575941462465476,R8
720575941462526931,MeTu2a
720575941462538451,LTe33
720575941462554579,LC9
720575941462562500,LLPC1
720575941462578372,MTe15
720575941462584260,R7
720575941462595283,LC17
720575941462600659,LC19
720575941462622404,
720575941462624452,
720575941462631437,T5d
720575941462650579,Mi1
720575941462655187,cL18
720575941462701200,cL01
720575941462708112,LPLC4
720575941462806483,LC10d
720575941462813328,LC36
720575941462851268,LC13
720575941462916292,
720575941463066820,LPLC4
720575941463069892,
720575941463080132,LC11
720575941463115972,MTe07
720575941463161232,R8
720575941463259405,Mi15
720575941463357584,R7
720575941463360525,C3
720575941463384845,MeTu1
720575941463413904,
720575941463625485,R8
720575941463713549,LC36
720575941463716109,LC40
720575941463750413,LC18
720575941463935501,
720575941464321037,R8
720575941464387341,L3
720575941464420109,LC10a
720575941464489741,R8
720575941464853773,LC18
720575941464860685,LC13
720575941464883798,LC10a
720575941464910605,LLPC2
720575941464911117,LC37
720575941464975190,LPLC2
720575941465015894,LPC1
720575941465190998,LC13
720575941465270870,LC17
720575941465434966,
720575941465471318,LPC1
720575941465672214,LPLC4
720575941465784342,
720575941465792790,LPC1
720575941465813526,
720575941465945878,LC10a
720575941466304790,C2
720575941466339670,
720575941466418518,LC26
720575941466453334,
720575941466656854,LC13
720575941466742102,LPLC4
720575941467024150,LC21
720575941467269398,C2
720575941467421718,Tm20
720575941467439958,R8
720575941467445334,T1
720575941467557462,L5
720575941467572566,R7
720575941467724054,LC11
720575941467791190,LC10c
720575941467832029,LC10a
720575941467833174,LC11
720575941467888470,
720575941467916374,LC12
720575941467927638,
720575941467934806,LT70
720575941468066781,LLPC2
720575941468098390,
720575941468113750,VSm
720575941468117078,LC9
720575941468179421,LC10a
720575941468283990,R8
720575941468373014,R8
720575941468395286,R8
720575941468457238,R7
720575941468466710,R8
720575941468472854,R7
720575941468474390,C2
720575941468516374,R8
720575941468544534,R8
720575941468545558,R7
720575941468546013,LC12
720575941468551901,LC4
720575941468554518,R8
720575941468587798,LC12
720575941468603926,L5
720575941468806934,MC62
720575941468813078,LC11
720575941468905494,Li05
720575941469018902,LT75
720575941469024534,LC10d
720575941469056534,LC35
720575941469115414,LC4
720575941469139734,LPLC4
720575941469192470,LC10e
720575941469200918,
720575941469201686,LPTe01
720575941469232503,LPC1
720575941469294967,LPLC1
720575941469324919,LC26
720575941469337207,
720575941469344375,T4a
720575941469344631,T4b
720575941469404023,LPC1
720575941469404939,LC12
720575941469460957,C2
720575941469487627,LC12
720575941469576311,Dm3v
720575941469586955,LC10d
720575941469597195,LLPC1
720575941469631499,LPC1
720575941469643275,
720575941469675531,LC10c
720575941469678711,LC9
720575941469796363,LLPC1
720575941469801739,LLPC2
720575941469871581,
720575941469934347,LC10c
720575941469934603,LC12
720575941469947613,LC41
720575941470011712,T4c
720575941470023232,LCe02
720575941470087232,LC16
720575941470105152,T5c
720575941470212160,Pm03
720575941470353728,MLt1
720575941470365149,Lawf1
720575941470386807,LC13
720575941470414557,R8
720575941470429917,R8
720575941470434525,R7
720575941470539997,R7
720575941470545728,T1
720575941470633437,
720575941470713207,LC13
720575941470812637,
720575941470816733,aMe5
720575941470943607,LT52
720575941471035456,LT45
720575941471036535,R8
720575941471072221,C2
720575941471129099,
720575941471211840,LPTe01
720575941471330112,
720575941471332983,LTe10
720575941471358839,L4
720575941471628811,LPT28
720575941471642891,LLPC1
720575941471778827,LPT26
720575941471784459,LC18
720575941471793419,cL01
720575941471794240,
720575941471800587,AVLP470b
720575941471887223,R7
720575941471906679,C2
720575941471909495,R8
720575941471944567,R7
720575941471957088,LLPC1
720575941472002400,LPLC2
720575941472046688,LC10c
720575941472064096,LC10c
720575941472081527,MC61
720575941472101472,T4b
720575941472103947,L3
720575941472129547,R7
720575941472134923,R7
720575941472254731,R7
720575941472386571,L1
720575941472463223,
720575941472493431,LC13
720575941472524352,R7
720575941472564855,CL014
720575941472566080,R8
720575941472593472,R8
720575941472614720,R7
720575941472644416,R8
720575941472756491,MeTu1
720575941472811306,LTe49b
720575941472902976,LPC1
720575941472914496,Ti
720575941472960042,LLPC2
720575941473003562,LPC1
720575941473035579,LC17
720575941473051744,MTe03
720575941473071675,cLP02
720575941473076235,
720575941473125184,cLP01
720575941473241642,LC17
720575941473527867,LLPC3
720575941473540411,LC18
720575941473573728,
720575941473621051,LC10a
720575941473626720,R8
720575941473656618,T1
720575941473685563,T4c
720575941473710139,LC10a
720575941473814843,
720575941473858875,LC10a
720575941474047584,cLP03
720575941474134058,Lawf1
720575941474187323,LC12
720575941474250026,LLPC1
720575941474413098,R8
720575941474656608,L3
720575941474656864,L3
720575941474664032,R7
720575941474669920,R8
720575941474670688,L3
720575941474680160,R7
720575941474680928,R8
720575941474705201,cLP02
720575941474730592,R7
720575941474730848,R8
720575941474736682,LC10a
720575941474736938,LC18
720575941474760241,LC12
720575941474777952,R8
720575941474969952,L3
720575941475069243,C2
720575941475072315,C2
720575941475073632,C3
720575941475145568,
720575941475148596,LC12
720575941475172667,R8
720575941475187761,LLPC1
720575941475203424,Tm21
720575941475235377,MTe03
720575941475252289,LC16
720575941475256884,LC12
720575941475285297,cLP02
720575941475292993,LC13
720575941475304478,LC21
720575941475315040,
720575941475316576,
720575941475331889,Y3
720575941475361566,MTe51
720575941475388446,LPLC4
720575941475390750,LC22
720575941475393120,aMe17c
720575941475427114,R7
720575941475428960,
720575941475434289,Mi1
720575941475541563,MTe04
720575941475547934,LLPC1
720575941475558942,LT57
720575941475578208,aMe26
720575941475615262,LC12
720575941475623466,R7
720575941475625246,MTe02
720575941475626526,LC10a
720575941475730737,LC11
720575941475786548,T5a
720575941475790401,LLPC2
720575941475798577,LTe47
720575941475819329,Mi4
720575941475824961,LPLC2
720575941475834177,LC12
720575941475836202,VSm
720575941475859777,LLPC1
720575941475896641,T4a
720575941475902750,LPLC2
720575941475920938,
720575941475960641,LPC1
720575941475978043,R8
720575941475984699,MTe01b
720575941475991867,R7
720575941476036916,LC36
720575941476072234,cL01
720575941476078913,Mi4
